name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
罗阳五村，交通发达，新鲜好房，精致装修,46789元/平,325,罗阳五村,梅陇,69.46平,
精装大二房，送同等面积的大露台，家具家电全部赠送,56565元/平,479,大上海国际花园（六区）,静安新城,84.68平,
梅陇二村经典小一房，环境安静,50000元/平,210,梅陇二村,梅陇,42.0平,
龙柏二村全明三房一厅，位置好，采光好，诚意出售！,48827元/平,402,龙柏二村,龙柏,82.33平,
南北通全明两房，前后栋距开阔采光好，近地铁,66438元/平,620,金汇丽舍,金汇,93.32平,
毛坯 无装修 省去拆旧费 房型正气,50509元/平,570,奥塞花园,莘庄,112.85平,
沁春路1122弄，链家好房，改善住房，上下楼方便,39407元/平,290,沁春路1122弄,莘庄,73.59平,
拎包入住，业主刚降价，简约二室，业主信赖,47141元/平,310,万泰花园,七宝,65.76平,
价格一降再降+小区中心位置+随时可看+诚心出售,42646元/平,303,平吉一村,古美,71.05平,
毛坯房，上门实拍，热推好房，满五税费低,51243元/平,340,静安新城（十一区）,静安新城,66.35平,
罗阳五村，交通发达，新鲜好房，精致装修,46789元/平,325,罗阳五村,梅陇,69.46平,
精装大二房，送同等面积的大露台，家具家电全部赠送,56565元/平,479,大上海国际花园（六区）,静安新城,84.68平,
梅陇二村经典小一房，环境安静,50000元/平,210,梅陇二村,梅陇,42.0平,
观望后悔莫及，正规成熟小区，热推好房，3室2厅,54913元/平,760,明申花园（公寓）,金虹桥,138.4平,
黄金楼层 双南户型 钥匙房 地铁房 靠近学校,53679元/平,380,静安新城（三区）,静安新城,70.79平,
小区稀缺三房，满五唯一税少，房东诚售，看房方便,35287元/平,310,申莘新村,颛桥,87.85平,
地铁房、黄金楼层、采光无遮挡,31581元/平,110,昆阳小区,老闵行,34.83平,
众众德尚世嘉，交通便利，成熟社区，有钥匙房源,52012元/平,420,众众德尚世嘉,颛桥,80.75平,
稀缺户型，精致装修，交通发达,42613元/平,390,罗阳三村,梅陇,91.52平,
采光无遮挡，业主诚心出售，临近地铁，双南双天井,43846元/平,285,梅陇二村,梅陇,65.0平,
上下楼方便，放心好房，火热出售，正规成熟小区,32275元/平,430,好第坊（公寓）,老闵行,133.23平,
低区出入方便，满5唯一减税，两室户，享受好房,58697元/平,550,水景书香园,七宝,93.7平,
龙柏二村全明三房一厅，位置好，采光好，诚意出售！,48827元/平,402,龙柏二村,龙柏,82.33平,
南北通全明两房，前后栋距开阔采光好，近地铁,66438元/平,620,金汇丽舍,金汇,93.32平,
观望后悔莫及，正规成熟小区，热推好房，3室2厅,54913元/平,760,明申花园（公寓）,金虹桥,138.4平,
小区稀缺三房，满五唯一税少，房东诚售，看房方便,35287元/平,310,申莘新村,颛桥,87.85平,
毛坯 无装修 省去拆旧费 房型正气,50509元/平,570,奥塞花园,莘庄,112.85平,
沁春路1122弄，链家好房，改善住房，上下楼方便,39407元/平,290,沁春路1122弄,莘庄,73.59平,
拎包入住，业主刚降价，简约二室，业主信赖,47141元/平,310,万泰花园,七宝,65.76平,
价格一降再降+小区中心位置+随时可看+诚心出售,42646元/平,303,平吉一村,古美,71.05平,
低区出入方便，满5唯一减税，两室户，享受好房,58697元/平,550,水景书香园,七宝,93.7平,
稀缺厨房朝北户型，进房间视野开阔，此房有故事。,55473元/平,340,静安新城（十一区）,静安新城,61.29平,
稀缺厨房朝北户型，进房间视野开阔，此房有故事。,55473元/平,340,静安新城（十一区）,静安新城,61.29平,
采光无遮挡，业主诚心出售，临近地铁，双南双天井,43846元/平,285,梅陇二村,梅陇,65.0平,
地铁房、黄金楼层、采光无遮挡,31581元/平,110,昆阳小区,老闵行,34.83平,
众众德尚世嘉，交通便利，成熟社区，有钥匙房源,52012元/平,420,众众德尚世嘉,颛桥,80.75平,
黄金楼层 双南户型 钥匙房 地铁房 靠近学校,53679元/平,380,静安新城（三区）,静安新城,70.79平,
稀缺户型，精致装修，交通发达,42613元/平,390,罗阳三村,梅陇,91.52平,
上下楼方便，放心好房，火热出售，正规成熟小区,32275元/平,430,好第坊（公寓）,老闵行,133.23平,
沁春路1122弄，链家好房，改善住房，上下楼方便,39407元/平,290,沁春路1122弄,莘庄,73.59平,
毛坯房，上门实拍，热推好房，满五税费低,51243元/平,340,静安新城（十一区）,静安新城,66.35平,
罗阳五村，交通发达，新鲜好房，精致装修,46789元/平,325,罗阳五村,梅陇,69.46平,
精装大二房，送同等面积的大露台，家具家电全部赠送,56565元/平,479,大上海国际花园（六区）,静安新城,84.68平,
梅陇二村经典小一房，环境安静,50000元/平,210,梅陇二村,梅陇,42.0平,
龙柏二村全明三房一厅，位置好，采光好，诚意出售！,48827元/平,402,龙柏二村,龙柏,82.33平,
毛坯房，上门实拍，热推好房，满五税费低,51243元/平,340,静安新城（十一区）,静安新城,66.35平,
罗阳五村，交通发达，新鲜好房，精致装修,46789元/平,325,罗阳五村,梅陇,69.46平,
精装大二房，送同等面积的大露台，家具家电全部赠送,56565元/平,479,大上海国际花园（六区）,静安新城,84.68平,
毛坯 无装修 省去拆旧费 房型正气,50509元/平,570,奥塞花园,莘庄,112.85平,
拎包入住，业主刚降价，简约二室，业主信赖,47141元/平,310,万泰花园,七宝,65.76平,
价格一降再降+小区中心位置+随时可看+诚心出售,42646元/平,303,平吉一村,古美,71.05平,
小区稀缺三房，环境优美，入口附近，交通便利,49703元/平,385,古美八村,古美,77.46平,
稀缺厨房朝北户型，进房间视野开阔，此房有故事。,55473元/平,340,静安新城（十一区）,静安新城,61.29平,
稀缺厨房朝北户型，进房间视野开阔，此房有故事。,55473元/平,340,静安新城（十一区）,静安新城,61.29平,
南北通全明两房，前后栋距开阔采光好，近地铁,66438元/平,620,金汇丽舍,金汇,93.32平,
观望后悔莫及，正规成熟小区，热推好房，3室2厅,54913元/平,760,明申花园（公寓）,金虹桥,138.4平,
黄金楼层 双南户型 钥匙房 地铁房 靠近学校,53679元/平,380,静安新城（三区）,静安新城,70.79平,
小区稀缺三房，满五唯一税少，房东诚售，看房方便,35287元/平,310,申莘新村,颛桥,87.85平,
地铁房、黄金楼层、采光无遮挡,31581元/平,110,昆阳小区,老闵行,34.83平,
众众德尚世嘉，交通便利，成熟社区，有钥匙房源,52012元/平,420,众众德尚世嘉,颛桥,80.75平,
梅陇二村经典小一房，环境安静,50000元/平,210,梅陇二村,梅陇,42.0平,
龙柏二村全明三房一厅，位置好，采光好，诚意出售！,48827元/平,402,龙柏二村,龙柏,82.33平,
南北通全明两房，前后栋距开阔采光好，近地铁,66438元/平,620,金汇丽舍,金汇,93.32平,
观望后悔莫及，正规成熟小区，热推好房，3室2厅,54913元/平,760,明申花园（公寓）,金虹桥,138.4平,
小区稀缺三房，满五唯一税少，房东诚售，看房方便,35287元/平,310,申莘新村,颛桥,87.85平,
采光无遮挡，业主诚心出售，临近地铁，双南双天井,43846元/平,285,梅陇二村,梅陇,65.0平,
地铁房、黄金楼层、采光无遮挡,31581元/平,110,昆阳小区,老闵行,34.83平,
稀缺厨房朝北户型，进房间视野开阔，此房有故事。,55473元/平,340,静安新城（十一区）,静安新城,61.29平,
毛坯房，上门实拍，热推好房，满五税费低,51243元/平,340,静安新城（十一区）,静安新城,66.35平,
罗阳五村，交通发达，新鲜好房，精致装修,46789元/平,325,罗阳五村,梅陇,69.46平,
精装大二房，送同等面积的大露台，家具家电全部赠送,56565元/平,479,大上海国际花园（六区）,静安新城,84.68平,
梅陇二村经典小一房，环境安静,50000元/平,210,梅陇二村,梅陇,42.0平,
龙柏二村全明三房一厅，位置好，采光好，诚意出售！,48827元/平,402,龙柏二村,龙柏,82.33平,
南北通全明两房，前后栋距开阔采光好，近地铁,66438元/平,620,金汇丽舍,金汇,93.32平,
观望后悔莫及，正规成熟小区，热推好房，3室2厅,54913元/平,760,明申花园（公寓）,金虹桥,138.4平,
黄金楼层 双南户型 钥匙房 地铁房 靠近学校,53679元/平,380,静安新城（三区）,静安新城,70.79平,
毛坯房，上门实拍，热推好房，满五税费低,51243元/平,340,静安新城（十一区）,静安新城,66.35平,
罗阳五村，交通发达，新鲜好房，精致装修,46789元/平,325,罗阳五村,梅陇,69.46平,
精装大二房，送同等面积的大露台，家具家电全部赠送,56565元/平,479,大上海国际花园（六区）,静安新城,84.68平,
梅陇二村经典小一房，环境安静,50000元/平,210,梅陇二村,梅陇,42.0平,
龙柏二村全明三房一厅，位置好，采光好，诚意出售！,48827元/平,402,龙柏二村,龙柏,82.33平,
南北通全明两房，前后栋距开阔采光好，近地铁,66438元/平,620,金汇丽舍,金汇,93.32平,
观望后悔莫及，正规成熟小区，热推好房，3室2厅,54913元/平,760,明申花园（公寓）,金虹桥,138.4平,
稀缺户型，精致装修，交通发达,42613元/平,390,罗阳三村,梅陇,91.52平,
采光无遮挡，业主诚心出售，临近地铁，双南双天井,43846元/平,285,梅陇二村,梅陇,65.0平,
上下楼方便，放心好房，火热出售，正规成熟小区,32275元/平,430,好第坊（公寓）,老闵行,133.23平,
毛坯 无装修 省去拆旧费 房型正气,50509元/平,570,奥塞花园,莘庄,112.85平,
沁春路1122弄，链家好房，改善住房，上下楼方便,39407元/平,290,沁春路1122弄,莘庄,73.59平,
拎包入住，业主刚降价，简约二室，业主信赖,47141元/平,310,万泰花园,七宝,65.76平,
众众德尚世嘉，交通便利，成熟社区，有钥匙房源,52012元/平,420,众众德尚世嘉,颛桥,80.75平,
黄金楼层 双南户型 钥匙房 地铁房 靠近学校,53679元/平,380,静安新城（三区）,静安新城,70.79平,
稀缺户型，精致装修，交通发达,42613元/平,390,罗阳三村,梅陇,91.52平,
上下楼方便，放心好房，火热出售，正规成熟小区,32275元/平,430,好第坊（公寓）,老闵行,133.23平,
沁春路1122弄，链家好房，改善住房，上下楼方便,39407元/平,290,沁春路1122弄,莘庄,73.59平,
毛坯房，上门实拍，热推好房，满五税费低,51243元/平,340,静安新城（十一区）,静安新城,66.35平,
罗阳五村，交通发达，新鲜好房，精致装修,46789元/平,325,罗阳五村,梅陇,69.46平,
精装大二房，送同等面积的大露台，家具家电全部赠送,56565元/平,479,大上海国际花园（六区）,静安新城,84.68平,
梅陇二村经典小一房，环境安静,50000元/平,210,梅陇二村,梅陇,42.0平,
龙柏二村全明三房一厅，位置好，采光好，诚意出售！,48827元/平,402,龙柏二村,龙柏,82.33平,
南北通全明两房，前后栋距开阔采光好，近地铁,66438元/平,620,金汇丽舍,金汇,93.32平,
观望后悔莫及，正规成熟小区，热推好房，3室2厅,54913元/平,760,明申花园（公寓）,金虹桥,138.4平,
小区稀缺三房，满五唯一税少，房东诚售，看房方便,35287元/平,310,申莘新村,颛桥,87.85平,
地铁房、黄金楼层、采光无遮挡,31581元/平,110,昆阳小区,老闵行,34.83平,
众众德尚世嘉，交通便利，成熟社区，有钥匙房源,52012元/平,420,众众德尚世嘉,颛桥,80.75平,
稀缺户型，精致装修，交通发达,42613元/平,390,罗阳三村,梅陇,91.52平,
采光无遮挡，业主诚心出售，临近地铁，双南双天井,43846元/平,285,梅陇二村,梅陇,65.0平,
稀缺厨房朝北户型，进房间视野开阔，此房有故事。,55473元/平,340,静安新城（十一区）,静安新城,61.29平,
稀缺厨房朝北户型，进房间视野开阔，此房有故事。,55473元/平,340,静安新城（十一区）,静安新城,61.29平,
黄金楼层 双南户型 钥匙房 地铁房 靠近学校,53679元/平,380,静安新城（三区）,静安新城,70.79平,
小区稀缺三房，满五唯一税少，房东诚售，看房方便,35287元/平,310,申莘新村,颛桥,87.85平,
地铁房、黄金楼层、采光无遮挡,31581元/平,110,昆阳小区,老闵行,34.83平,
众众德尚世嘉，交通便利，成熟社区，有钥匙房源,52012元/平,420,众众德尚世嘉,颛桥,80.75平,
稀缺户型，精致装修，交通发达,42613元/平,390,罗阳三村,梅陇,91.52平,
价格一降再降+小区中心位置+随时可看+诚心出售,42646元/平,303,平吉一村,古美,71.05平,
低区出入方便，满5唯一减税，两室户，享受好房,58697元/平,550,水景书香园,七宝,93.7平,
毛坯 无装修 省去拆旧费 房型正气,50509元/平,570,奥塞花园,莘庄,112.85平,
拎包入住，业主刚降价，简约二室，业主信赖,47141元/平,310,万泰花园,七宝,65.76平,
价格一降再降+小区中心位置+随时可看+诚心出售,42646元/平,303,平吉一村,古美,71.05平,
小区稀缺三房，环境优美，入口附近，交通便利,49703元/平,385,古美八村,古美,77.46平,
黄金楼层 双南户型 钥匙房 地铁房 靠近学校,53679元/平,380,静安新城（三区）,静安新城,70.79平,
小区稀缺三房，满五唯一税少，房东诚售，看房方便,35287元/平,310,申莘新村,颛桥,87.85平,
地铁房、黄金楼层、采光无遮挡,31581元/平,110,昆阳小区,老闵行,34.83平,
众众德尚世嘉，交通便利，成熟社区，有钥匙房源,52012元/平,420,众众德尚世嘉,颛桥,80.75平,
